rpid,点赞数量,用户,性别,等级,评论内容,发布时间
138361429984,1,我最喜欢蒙古上单,保密,4,你是懂互联网分享的，狠狠地点赞[打call][打call][打call][打call],35天前发布
138331583920,1,乔治出发,男,6,你们不知道能找一个中英都能通用的字体有多难 还没费商用 还这么好看 ，支持一下[打call],35天前发布
138326527632,1,锺笔柠,男,5,呃，这个 元素周期表（𬬻𬭊𬭳𬭛𬭶鿏𫟼𬬭鿔鿭𫓧镆𫟷鿬鿫,35天前发布
138291035888,1,不幸染上罕见病,保密,6,想起了那个把万维网免费开放的工程师,36天前发布
138284137312,1,滑稽本机,男,5,你侵权了，我叫开源,36天前发布
138255304976,1,闪光海牛,保密,5,oooooohmygosh，ooooooh my god!,36天前发布
138242610480,1,非正常人类研究人员,保密,6,牛杯[支持]投两个币支持一下。,36天前发布
138225856864,1,霓虹与歌,保密,6,[支持][支持][支持][支持][支持][支持],36天前发布
138222005728,1,就爱吃炸肉,保密,5,我都不知道该怎么夸你了,36天前发布
138214626240,1,AUG靓仔,保密,3,好人一生平安,36天前发布
138213917280,1,淡念如思,保密,6,完全符合一个理科工男队文字的幻想[doge],36天前发布
138206272208,1,sheerjane珍,保密,3,哪里有链接？？？,36天前发布
138205918368,1,逸凌s,保密,6,谢谢你！开源侠！,36天前发布
138205449936,1,开灰机的Ricky,男,4,可以加入到QQ聊天的字体中吗[脱单doge],36天前发布
138186494512,1,ZZTTHEUNDERTAKER,保密,5,虽然我个人觉得这个字体不太好看，但还是三连以表对up的敬意。,36天前发布
138184069616,1,wuhaiyingyj,男,6,看到扁桃体就笑了 。。哈哈。。。。三连送给up,36天前发布
138166598736,1,深儿是太阳叭,女,5,繁体可以用吗大佬！,37天前发布
138160727200,1,Halosun,男,6,牛皮，厉害，支持,37天前发布
138155026096,1,gray520,保密,6,这套字体简洁流线好商业化，我都害怕up老师免费开源它会不会遭报复。另外在修改检查的时候看看“成”字内部横折竖弯钩有些别扭，位置高一点会好一些，成字旁的字诚城...倒是没什么问题。,37天前发布
138091686512,1,铲之恶魔,保密,3,币比赞多系列,37天前发布
138085167840,1,麦当里卡,男,2,有人能说一下视频中那个做字的软件是什么吗有人可以说一下视频中造字的软件是什么吗,37天前发布
138084014208,1,Rin_edit,男,5,已三连，支持开源世界，因为开源社区让对我帮助很大[大哭],37天前发布
138070348688,1,幼儿园的酸奶小朋友,保密,5,omg你真是我的骄傲啊！从上上个月开始创作一套字体，新了解了很多字体和开发字库知识，只能说见的越多越发觉所学匮乏所做无力，现在这套字体还在持续折磨我。。。但听到你开发了一套开源字体！！真的更能切身体会到其中的艰辛历程呜呜呜呜！为你高兴！也辛苦你了！,37天前发布
138037787904,1,阿岸心理学,保密,4,⠀⠀⠀⠀ ⠀我希望正在读这句话的人永远开心⠀⠀⠀,38天前发布
138033120576,1,重庆大学团委,保密,6,感谢6个o老师！学生党的福利[打call],38天前发布
138021258976,1,青铜之王者,保密,5,首页通知书！[打call][打call][打call][打call][打call][打call][打call][打call][热词系列_知识增加][热词系列_知识增加][热词系列_三连][热词系列_三连][热词系列_三连][热词系列_三连][热词系列_三连],38天前发布
138010795104,1,制片人雷火剑,保密,6,大哥牛B！超大声！！,38天前发布
138005882944,1,华要,保密,3,谢谢有你[给心心],38天前发布
137969521600,1,长草少年,保密,5,得意制[脱单doge],38天前发布
137968066272,1,伍丧羅,男,5,神！,38天前发布
137963712832,1,macyoyo,保密,3,非常不错，值得肯定，贡献非常大。不过没介绍得意黑字体的斜体是什么状态？,38天前发布
137960507104,1,映芮,女,5,多么令人敬佩的公有精神！！三连！！,38天前发布
137958801456,1,名字Mingzi,保密,6,太牛了[打call][打call][打call][打call][打call][打call][打call][给心心][给心心][给心心][给心心][给心心],38天前发布
137942412752,1,清蒸柠檬sr,男,6,牛逼,38天前发布
137938263136,1,蓝朋友TV,男,6,给大神跪了！！！！！！！！,38天前发布
137934314688,1,Leapant_9009,男,6,希望能有大神把这字体改改放到miui主题里[妙啊]毕竟已经开源了嘛[脱单doge],38天前发布
137933963120,1,凛时霏雪,女,6,好,38天前发布
137926092880,1,CubeVlmu,女,5,谢谢你，终于找到一款好看还开源的字体啦，真的太感谢了[打call][打call],38天前发布
137916743536,1,人壬走召,保密,5,github打不开，是怎么回事嘞？用的是校园网,38天前发布
137910524832,1,D源菌T_T,男,6,谢谢你们的付出,39天前发布
137899780544,1,郁闷的小欣,保密,5,唯有一键三连感谢~,39天前发布
137899234128,1,不中二的卡密,保密,4,能开源字体 太变态了 还免费商用 卧槽。。真的 佩服 谢谢您和您项目组的朋友们这么无私。[给心心],39天前发布
137897239440,1,亦曦之地主题,男,3,大佬，figma里面获取不到这款字体[委屈][笑哭],39天前发布
137889929104,1,企鹅陳先生,女,6,[保卫萝卜_哭哭]加入牙𬌗的𬌗字真的太好了...我做牙科视频时经常这个字的字幕得另外制作，为这一个字废了不少功夫，感谢UP主,39天前发布
137884857328,1,锐锐最酷,保密,5,感谢你为设计行业做出巨大的贡献[打call],39天前发布
137881124160,1,睿智大靓仔,保密,5,投币比点赞多,39天前发布
137880725808,1,蹲在撤硕的我,保密,3,怎么下载[doge],39天前发布
137880720640,1,祎丶笙,男,5,直接一个star，然后麻利的换了手机。可能是我看其他字体看久了，总感觉字有点窄。在坚持用两天看看。还有“祎”（yi 第四声 意为美好）这个字没在字库里。就一个字感觉提issue没必要，就在这里说一下，随缘，看up能不能看到吧[喜极而泣],39天前发布
