rpid,点赞数量,用户,性别,等级,评论内容,发布时间
142895005200,14,蓝翔守夜人,男,6,//b23.tv/BV1gY411d7Z1 [吃瓜][吃瓜]课后问题的答案在这里,5天前发布
142896266592,22,片岡輝夫,男,5,图像处理和CNN里的卷积通常都被互相关运算替代了，所以不会有概率论和随机过程中卷积公式“卷”的感觉,5天前发布
142965469536,1,一只孤独的恶魂,保密,4,哈，这条视频让OI狂喜（可惜今年NOIP不考数论），3b1b因为你我考前看了两礼拜的数论，该杀[脱单doge][脱单doge][脱单doge],5天前发布
142894531472,2,树本无名为春生,男,6,今天早上还在看数字信号处理的网课，下午就给我加深理解[脱单doge],5天前发布
143159487440,2,shipshp,保密,3,课后练习：请使用FFT计算114514*191908[doge][doge][doge],4天前发布
142992887424,1,壁橱里的小男孩,男,6,//www.bilibili.com/h5/note-app/view?cvid=20666926&pagefrom=comment&richtext=true,5天前发布
142896786704,1,樱州,保密,4,逃网课晚九的，点进这个视频，什么意思？[吃瓜],5天前发布
143778163904,0,gorillajim,保密,4,整数相乘可看作多项式相乘，只要给系数和不定元赋值就行了，多项式乘法可看成卷积，整数相乘自然也行[打call],3小时前发布
142892868384,6,换了七个名,男,6,卷积真的很有趣，我工作中之前没事的时候就在尝试证明离散傅立叶变换（只是知道结果推理论而已[笑哭]），就感觉这个东西真的特别神奇,5天前发布
142891427216,2,Samuelhzx,男,3,来力[脱单doge][脱单doge][脱单doge],5天前发布
142916417952,3,omicron酱想in你body,保密,3,我们数分大一下就学这个直接吐了，还好考试没考，印象中考了道Lp空间的题。最后全班平均分应该40多，调分以后还挂了30%。[笑哭],5天前发布
143724167024,0,MashallMathersLP,保密,5,刚刚学到傅里叶变换的卷积定理 3b1b你是我滴神,16小时前发布
143175971920,0,Qinzzx,保密,5,有一说一没听懂捏[大哭]下学期先把数值学了再回来补课吧,4天前发布
143576272512,0,DV-pk,男,5,求视频上的那个讲解离散傅里叶变换的视频[保佑][保佑][保佑],1天前发布
143031320672,1,kemomii,保密,4,CCS,4天前发布
142891210544,11,小马今天吃炸鸡,男,6,我学什么你更什么？,5天前发布
142926328192,0,海边的浮士德,保密,5,讲讲最优传输和凸优化吧（⌒▽⌒）,5天前发布
142890945840,1,LeoNemaeus,保密,6,CNN橙絮猿报道[doge],5天前发布
142894956176,2,宫野新志,男,6,复习傅里叶光学的童鞋来集合！,5天前发布
142905622240,0,LzH_华,保密,5,最近新理解：卡阻笛是卷积器。,5天前发布
142901102032,3,BUG保护协会,男,5,blender用节点做了个3x3的结果套娃直接卡死,5天前发布
142930743712,0,妮妮呓语小辣椒,男,6,所以说，卷积，其实是一个分析工具[思考]，企图关联两个函数时（即便它们真的不相干），我把它们卷起来，就可以分析它们的潜在关系[思考]？那像傅里叶变换这种把函数拆开来，岂不是逆运算[笑哭]，我认真的[撇嘴],5天前发布
142907054624,2,非正式杰迷,保密,5,今年最后一更了吧[笑哭],5天前发布
142899237984,0,王信之是是是我,男,6,这么好的东西，到哪才能买到呢?,5天前发布
142939320656,0,UID很靠前,保密,2,居然上热搜了，爷青回,5天前发布
142890684784,3,星影微光,男,5,[脱单doge],5天前发布
142951297216,0,winin2023,保密,4,我还以为是概率论[傲娇],5天前发布
142893008352,3,芳文社副社长,保密,6,卷，都可以卷,5天前发布
142891192832,5,ofet,男,3,这预告与视频间隔得真短！,5天前发布
142920664464,2,Prohonor,保密,5,所以来自己制作一个ir插件吧[doge],5天前发布
142994119504,0,這傢夥很懒,保密,4,太感谢up了！！！请多多出这样的宝藏视频！！,5天前发布
142901595552,2,Creeper_LKF,男,5,（考试）已经结束了力[大哭],5天前发布
143284046576,1,福建师大附中创客工坊,男,4,能不能讲讲NTT（数论变换）[doge],3天前发布
142900395392,2,球绒Afu,男,6,卷...卷积🤤🤤好棒..🤤,5天前发布
143347619648,1,NaOHCllost,保密,5,我宣布这二十分钟的理解跟上我上的半年的课,2天前发布
143172913440,1,Caft_Botti,保密,4,//github.com/CaftBotti/manim_pi_creatures,4天前发布
