rpid,点赞数量,用户,性别,等级,评论内容,发布时间
141092257856,0,不办事的老羊,男,6,终于有熟肉了😭😭😭,16天前发布
140811258480,0,3DamienWill5,保密,3,新视频，好耶,18天前发布
140947103296,0,隐姓埋名的大皮怪,男,5,我超，魔术！,17天前发布
142650448128,0,早城晚空,保密,4,我一个初三生为什么会看到这个视频[辣眼睛],6天前发布
141757619216,0,一夜京华百年身,保密,3,还没学定积分的我适合看这个吗？,12天前发布
141012918224,0,至人上仙,保密,4,这个规律如何应用到现实中？,17天前发布
140988384112,0,北白川餡子_official,女,6,第一频带宽度……,17天前发布
140807307072,1,Inbes路宁,男,6,！？！,18天前发布
140929204144,0,キラル,男,6,少数能看懂的视频,17天前发布
140807215008,1,Slender_,男,5,[脱单doge],18天前发布
140889896352,0,dd斑马,男,6,真的美妙,18天前发布
140951335472,0,知乎若鹭姬,女,6,封面恶浪？,17天前发布
142421417280,0,飞马座DDO-216,保密,4,哦，就是一个连续一个离散，一个有穷一个无穷呗,7天前发布
140983429152,0,Boundaryear,保密,5,时频图是真的难画[笑哭],17天前发布
140939392704,0,一点也不萌的佳佳,保密,4,话说这标题有点可爱哈！,17天前发布
140928999648,0,洛伦兹群,保密,3,原来这就是卷积,17天前发布
140858587232,0,小鼠鼠坠落,男,5,@nekottk,18天前发布
140881391376,0,somereds,保密,5,老祖宗的智慧,18天前发布
141796199744,0,文文替身一号,保密,6,啊，时域的卷积等于频域的相乘。所以方形函数卷积等于两个sinc相乘,11天前发布
141576242112,0,飒风aeolian,男,4,π＝4*(1-1/3＋1/5-1/7＋1/9...),13天前发布
141565397344,0,zcsg_黍黎,男,5,很好，什么都看不懂了[辣眼睛],13天前发布
141088169248,0,御坂无琴,保密,3,这就是视频的力量吗，若是老师用课用嘴讲，那不是根本听不懂[捂眼],16天前发布
140983760064,0,bili_67978493033,保密,3,是我卷积定理背差了吗？为什么看到最后我还是觉得视频里的定理少了2π的系数。求个大佬解释解释。[大哭],17天前发布
140871848832,0,乔狼JOWOLF,男,5,酷！,18天前发布
140956895136,0,Xrlin,保密,6,[笑哭][笑哭]毕业多年已经全忘了,17天前发布
140933083552,0,壹叶凌云,男,4,初三学生瑟瑟发抖（doge）,17天前发布
140900430960,0,120号元素xdd,保密,5,我是在上通信课？,18天前发布
141048782784,0,换了七个名,男,6,当年为了理解傅立叶变化，我自己在工作里思考了几周，虽然记住公式很简单，但是想要明白每种操作的意义真的让我想了很久，而理解了意义才能明白怎么去用这玩意儿,17天前发布
140956426016,0,bili_88371773155,男,5,啊，培养兴趣真有一手[脱单doge],17天前发布
140896657664,0,云时思,男,6,快速傅里叶变换,18天前发布
140852817568,0,小陈无敌,男,6,很棒的助眠视频，睡不着正好刷到,18天前发布
141124671936,0,宽衣待人,保密,5,所以说极限是0.5吗？,16天前发布
140996764432,0,taiyedetaiye,保密,6,我就想知道这个ppt是咋做的[脱单doge],17天前发布
140952817072,0,baka_zat,保密,5,省流：没bug[妙啊],17天前发布
142020164368,0,e宇航员,男,6,概率论里面的特征函数在0处的值等于随机变量的期望（特征函数就是密度函数做卷积得到的）,10天前发布
141067534544,0,聆听夜风,保密,4,时域的乘积对应到频域的卷积的时候，还要乘以个系数1/2π啊,16天前发布
140871919888,0,三岁三秋三月兮,保密,6,会不会是舍入误差啊,18天前发布
141640746752,0,我与我百分之三的灵魂,男,5,知道的越多越是被自己的浅薄折磨的要死，要疯,12天前发布
140992079104,0,人活着就是为了DD,保密,4,工科学个信号系统就行了，像理论物理和数学系追求严谨：先学点集拓扑到泛函分析到fourier分析然后看积分变换。,17天前发布
141649470752,0,RAWR小怪獸,保密,5,妈呀 昨天才做了滑动平均 今天就看到了 大数据,12天前发布
142137609312,0,两级自适应复读机,男,6,在大一时我能流畅的理解后半段，在研一时我只会啊吧啊吧[笑哭],9天前发布
141139046112,0,94264261,保密,3,晚安玛卡巴卡,16天前发布
140976512256,0,BLLLANNNK,男,4,看到sinc函数和rect函数的关系就想到单缝衍射条纹[脱单doge],17天前发布
141110350672,0,Quetch_Ai,保密,3,终于更了，泪目啊[打call][打call][打call],16天前发布
141311438144,0,失寵,保密,5,有没有人用语言给我翻译一下,15天前发布
140868534656,0,prometheushen,保密,5,太牛啦,18天前发布
140833523216,0,徘徊于阳世间,保密,5,[脱单doge]看懂了,18天前发布
141371838240,0,Kr_Yoshino,保密,6,考研考的正好就是信号与系统[笑哭],14天前发布
140829548320,0,寄汤来力,保密,2,哇，[热词系列_爷关更][doge],18天前发布
140848129104,0,Vast_Skies,男,5,正在学积分变换,18天前发布
140832722096,0,派大星柿子,保密,5,啊啊啊啊您更新了,18天前发布
141101311488,0,yoyo今天早睡了吗,保密,6,以前看过那种类似找规律的题，然后专门就有数学家发现的那种，前面四五个都有规律，后面不遵循规律的,16天前发布
140939177712,0,鸡翅就是鸡翅没错,男,6,记得就是看这个up的傅里叶变换，才知道傅里叶变换几何意义,17天前发布
140833421456,0,Lipee33,保密,3,好家伙，FFT来了[吃瓜],18天前发布
140832914112,0,FighTer_E,男,5,原来我关注了3b1b（,18天前发布
141253618304,0,风里的蘑菇云,保密,3,那么，一开始，cas是怎么把这个积分求出来的呢。。。。。。。。。。,15天前发布
140837241680,0,keround,男,5,怎么看着和华里士公式那么像,18天前发布
140837444880,0,Aviamer,男,4,吉布斯现象[doge],18天前发布
140830147344,0,晓看朝阳,保密,4,不不不不不不,18天前发布
140954535216,0,我已不正常了,保密,5,毕业十多年再也没用过高数的表示，听不懂嘞[翻白眼],17天前发布
140939389216,0,L_OnceL,男,5,收到了，所以卷积的视频什么时候翻译[脱单doge],17天前发布
140824491728,0,数学大厦就是你吧,男,4,更了！！！[星星眼][星星眼][星星眼],18天前发布
140922467056,0,米诺de老公,保密,4,前段时间刚看完stein的傅里叶分析,17天前发布
140825411056,0,船到桥头还没直,男,6,等很久了,18天前发布
140811996848,1,傅领道,保密,6,这个就是信号与系统里门函数的傅立叶变换[笑哭],18天前发布
140827348704,0,Gauss粉丝,保密,4,失踪人口回归,18天前发布
141139016176,0,DarkDreamStudio,保密,6,死去多年的专业课突然开始攻击我[辣眼睛],16天前发布
140828330688,0,开心就超人的超人,男,5,榜一了[tv_doge],18天前发布
140822608016,0,Snakebinp,保密,6,快更新下一集,18天前发布
141001252800,0,一只可爱的白云,保密,3,我一个初中的在这看啥[doge][doge][doge],17天前发布
140954486192,0,绿色的小草,男,6,我有一个很牛逼的知识 但这个视频太短了放不下 （下个视频放）,17天前发布
140822002400,0,AppleMortar,保密,4,终于,18天前发布
140958815104,0,不知道干啥的工科生,男,4,为什么我没有听懂，是我太菜了吗[大哭][酸了],17天前发布
142019903328,0,Cloud256,保密,5,如果是∫Σsin(x/2n+1)/x/(2n+1)dx，从0积到+∞，n从0到+∞的话，这个积分又会等于多少[tv_疑问],10天前发布
