rpid,点赞数量,用户,性别,等级,评论内容,发布时间
138992998048,16,数学艺术,保密,6,诸位如果深入了解到高斯的成就和伟大，就不难理解为什么他根本不屑于发表FFT这种在应用界看来很好的算法了[嗑瓜子],31天前发布
138955007024,3,月落乌TI,男,5,前一段时间想用单片机做一个音乐频谱灯，后发现得用FFT，然后查资料，找视屏，最后发现这东西太难了不适合我！[笑哭],32天前发布
142888221872,1,舍长有点小邪恶,男,6,所以拉式和复式真让人头大[原神_哦][原神_唔],5天前发布
141825726112,1,宇晓星尘,男,4,高数，线代，计算机语言[doge][微笑][保卫萝卜_哇][给心心],12天前发布
141642325664,1,达闻西手电筒,保密,5,还有拉普拉斯变换，简直就是神迹,13天前发布
141426625712,1,勒芒的萨维涅雷维克,男,5,刚在有道翻译查了DFT和FFT就给我推这视频[思考]你们数据共享这么快的吗,15天前发布
141395667824,1,山吹--白野,保密,6,前段明明是个很精彩的背景提要，居然不少人说跑题，笑死,15天前发布
141169062368,1,闲鱼BC,男,6,大学学的测控，专业课几乎每科都得用傅里叶变换，第一次学的时候那叫一个痛苦……,17天前发布
140829186320,1,orrrangesama,保密,6,我cpu烧了,19天前发布
140757315872,1,下北泽の炭火林檎,男,5,本科就是测控专业  一直是啥这那变换[笑哭],20天前发布
140722070048,1,兄贵鼠,保密,6,@昵称森么的好麻烦啊,20天前发布
140634744768,1,oo主宰,男,5,死去的信号与系统又来羞辱我,20天前发布
140532127376,1,1048576_yyds,男,5,为啥我反而听不懂了。。。在多项式上整这个显然更好理解吧F(x) = xO(x) + E(x),21天前发布
140375552448,1,H0SHizora,男,6,FFT通过蝶形运算将N点DFT所需加法器 乘法器省到Nlog2N级别（乘法器甚至通过进一步优化还能省一半）极大加快计算，而且更神奇的是如果给输入序列编号用二进制表示，输出序列编号就是输入序列编号的二进制逆位形式（001——》100 ， 0010——》0100），所以在计算机上用起来更是如鱼得水。能想到把N点DFT拆成偶数序列和奇数序列的N/2 DFT真是神了，然后还通过套娃使得所有2^a点DFT都能用2点DFT实现，真是NB疯了,22天前发布
140275158912,1,破雾而出的鲜花,保密,4,16：17 字幕有误，应为“频率不同”,23天前发布
140193185808,1,我原来才是りんりん吖,保密,6,频域信号处理的神,24天前发布
139904368400,1,-丯尘丯-,保密,4,第一次学fft是为了提高高精度乘法的速度。。。（相当于求卷积了）,26天前发布
139523007200,1,苦世深寒,保密,5,有幸亲手敲过几次C代码用过FFT。但现在我已经变成咸鱼了[大哭]。,28天前发布
139437893152,1,justinbieber_20,男,5,必须一键三连,29天前发布
139435792752,1,花花葉葉,男,6,傅里叶变换的诞生意味着新的世界观的诞生,29天前发布
